Date,Median_Listing_Price,State
2012-04,169900,North Carolina
2012-04,124900,Oklahoma
2012-04,185000,Oregon
2012-04,159900,Pennsylvania
2012-04,225000,Rhode Island
2012-04,148430,South Carolina
2012-04,159900,South Dakota
2012-04,139900,Tennessee
2012-04,159500,Texas
2012-04,235000,Vermont
2012-04,215000,Virginia
2012-04,214995,Washington
2012-04,139900,West Virginia
2012-04,214200,Wyoming
2012-05,144500,Alabama
2012-05,229900,Alaska
2012-05,139900,Arkansas
2012-05,219000,Colorado
2012-05,274500,Connecticut
2012-05,223000,Delaware
2012-05,368350,District of Columbia
2012-05,410000,Hawaii
2012-05,147500,Idaho
2012-05,118500,Indiana
2012-05,128900,Iowa
2012-05,134950,Kansas
2012-05,129900,Kentucky
2012-05,149900,Louisiana
2012-05,189900,Maine
2012-05,214500,Maryland
2012-05,295000,Massachusetts
2012-05,130325,Minnesota
2012-05,139900,Mississippi
2012-05,130000,Missouri
2012-05,222000,Montana
2012-05,222000,New Hampshire
2012-05,174900,New Mexico
2012-05,169000,North Carolina
2012-05,128900,Oklahoma
2012-05,185000,Oregon
2012-05,159900,Pennsylvania
2012-05,229900,Rhode Island
2012-05,149000,South Carolina
2012-05,159900,South Dakota
2012-05,139900,Tennessee
2012-05,159900,Texas
2012-05,237500,Vermont
2012-05,219900,Virginia
2012-05,219000,Washington
2012-05,139900,West Virginia
2012-05,215000,Wyoming
2012-06,149000,Alabama
2012-06,229000,Alaska
2012-06,141500,Arkansas
2012-06,220000,Colorado
2012-06,274900,Connecticut
2012-06,222495,Delaware
2012-06,378500,District of Columbia
2012-06,399000,Hawaii
2012-06,149000,Idaho
2012-06,118000,Indiana
2012-06,128500,Iowa
2012-06,129950,Kansas
2012-06,129900,Kentucky
2012-06,150000,Louisiana
2012-06,193000,Maine
2012-06,239900,Maryland
2012-06,295000,Massachusetts
2012-06,134900,Minnesota
2012-06,139900,Mississippi
2012-06,129900,Missouri
2012-06,224000,Montana
2012-06,219900,New Hampshire
2012-06,175000,New Mexico
2012-06,167000,North Carolina
2012-06,129900,Oklahoma
2012-06,189900,Oregon
2012-06,159900,Pennsylvania
2012-06,234900,Rhode Island
2012-06,148900,South Carolina
2012-06,159900,South Dakota
2012-06,139000,Tennessee
2012-06,160000,Texas
2012-06,239000,Vermont
2012-06,219900,Virginia
2012-06,219950,Washington
2012-06,139900,West Virginia
2012-06,215000,Wyoming
2012-07,149900,Alabama
2012-07,225000,Alaska
2012-07,143000,Arkansas
2012-07,220000,Colorado
2012-07,269900,Connecticut
2012-07,223900,Delaware
2012-07,369000,District of Columbia
2012-07,390000,Hawaii
2012-07,147916.5,Idaho
2012-07,117500,Indiana
2012-07,127400,Iowa
2012-07,125900,Kansas
2012-07,129425,Kentucky
2012-07,150000,Louisiana
2012-07,195000,Maine
2012-07,239900,Maryland
2012-07,289900,Massachusetts
2012-07,134900,Minnesota
2012-07,139900,Mississippi
2012-07,128900,Missouri
2012-07,224900,Montana
2012-07,219900,New Hampshire
2012-07,175000,New Mexico
2012-07,165900,North Carolina
2012-07,125000,Oklahoma
2012-07,190000,Oregon
2012-07,156900,Pennsylvania
2012-07,234500,Rhode Island
2012-07,146640,South Carolina
2012-07,159900,South Dakota
2012-07,139900,Tennessee
2012-07,159900,Texas
2012-07,237000,Vermont
2012-07,217990,Virginia
2012-07,219888,Washington
2012-07,139500,West Virginia
2012-07,219000,Wyoming
2012-08,149900,Alabama
2012-08,229000,Alaska
2012-08,143500,Arkansas
2012-08,219990,Colorado
2012-08,264900,Connecticut
2012-08,226900,Delaware
2012-08,349000,District of Columbia
2012-08,386200,Hawaii
2012-08,149900,Idaho
2012-08,115000,Indiana
2012-08,125000,Iowa
2012-08,124900,Kansas
2012-08,128350,Kentucky
2012-08,149900,Louisiana
2012-08,194900,Maine
2012-08,239000,Maryland
2012-08,284900,Massachusetts
2012-08,134900,Minnesota
2012-08,139900,Mississippi
2012-08,127000,Missouri
2012-08,224000,Montana
2012-08,219900,New Hampshire
2012-08,174990,New Mexico
2012-08,165000,North Carolina
2012-08,124000,Oklahoma
2012-08,2.00E+05,Oregon
2012-08,150000,Pennsylvania
2012-08,234000,Rhode Island
2012-08,145000,South Carolina
2012-08,159900,South Dakota
2012-08,139900,Tennessee
2012-08,159813.5,Texas
2012-08,234000,Vermont
2012-08,214900,Virginia
2012-08,215500,Washington
2012-08,139000,West Virginia
2012-08,219900,Wyoming
2012-09,149000,Alabama
2012-09,225000,Alaska
2012-09,139900,Arkansas
2012-09,216800,Colorado
2012-09,264900,Connecticut
2012-09,225000,Delaware
2012-09,364900,District of Columbia
2012-09,385000,Hawaii
2012-09,148000,Idaho
2012-09,114500,Indiana
2012-09,124900,Iowa
2012-09,119950,Kansas
2012-09,124900,Kentucky
2012-09,149600,Louisiana
2012-09,194900,Maine
2012-09,234500,Maryland
2012-09,285000,Massachusetts
2012-09,135000,Minnesota
2012-09,139900,Mississippi
2012-09,125000,Missouri
2012-09,224900,Montana
2012-09,219000,New Hampshire
2012-09,170000,New Mexico
2012-09,162900,North Carolina
2012-09,119900,Oklahoma
2012-09,209000,Oregon
2012-09,149900,Pennsylvania
2012-09,234700,Rhode Island
2012-09,143000,South Carolina
2012-09,159000,South Dakota
2012-09,129900,Tennessee
2012-09,158000,Texas
2012-09,229900,Vermont
2012-09,207000,Virginia
2012-09,214900,Washington
2012-09,137900,West Virginia
2012-09,215000,Wyoming
2012-10,149900,Alabama
2012-10,223500,Alaska
2012-10,139900,Arkansas
2012-10,219000,Colorado
2012-10,259900,Connecticut
2012-10,224900,Delaware
2012-10,379250,District of Columbia
2012-10,379000,Hawaii
2012-10,149000,Idaho
2012-10,112944,Indiana
2012-10,124900,Iowa
2012-10,119900,Kansas
2012-10,124900,Kentucky
2012-10,149900,Louisiana
2012-10,185000,Maine
2012-10,234900,Maryland
2012-10,289000,Massachusetts
2012-10,144500,Minnesota
2012-10,139900,Mississippi
2012-10,125000,Missouri
2012-10,219900,Montana
2012-10,216900,New Hampshire
2012-10,169900,New Mexico
2012-10,164900,North Carolina
2012-10,119900,Oklahoma
2012-10,215000,Oregon
2012-10,149900,Pennsylvania
2012-10,235000,Rhode Island
2012-10,145000,South Carolina
2012-10,156500,South Dakota
2012-10,132900,Tennessee
2012-10,159900,Texas
2012-10,229500,Vermont
2012-10,209900,Virginia
2012-10,209000,Washington
2012-10,138000,West Virginia
2012-10,212750,Wyoming
2012-11,159900,Alabama
2012-11,235000,Alaska
2012-11,144900,Arkansas
2012-11,254900,Colorado
2012-11,259900,Connecticut
2012-11,232400,Delaware
2012-11,409900,District of Columbia
2012-11,435000,Hawaii
2012-11,174900,Idaho
2012-11,123000,Indiana
2012-11,129900,Iowa
2012-11,129000,Kansas
2012-11,139500,Kentucky
2012-11,160000,Louisiana
2012-11,194900,Maine
2012-11,249000,Maryland
2012-11,319900,Massachusetts
2012-11,162819,Minnesota
2012-11,148500,Mississippi
2012-11,134900,Missouri
2012-11,231000,Montana
2012-11,224900,New Hampshire
2012-11,195000,New Mexico
2012-11,179900,North Carolina
2012-11,139900,Oklahoma
2012-11,229000,Oregon
2012-11,165000,Pennsylvania
2012-11,239000,Rhode Island
2012-11,168900,South Carolina
2012-11,159000,South Dakota
2012-11,155000,Tennessee
2012-11,172950,Texas
2012-11,229000,Vermont
2012-11,227500,Virginia
2012-11,239000,Washington
2012-11,139500,West Virginia
2012-11,213000,Wyoming
2012-12,159900,Alabama
2012-12,234900,Alaska
2012-12,142500,Arkansas
2012-12,252000,Colorado
2012-12,255000,Connecticut
2012-12,230000,Delaware
2012-12,399900,District of Columbia
2012-12,445000,Hawaii
2012-12,172500,Idaho
2012-12,120000,Indiana
2012-12,129500,Iowa
2012-12,125000,Kansas
2012-12,138794.5,Kentucky
2012-12,159900,Louisiana
2012-12,190000,Maine
2012-12,239900,Maryland
2012-12,315000,Massachusetts
2012-12,159900,Minnesota
2012-12,146000,Mississippi
2012-12,129900,Missouri
2012-12,225000,Montana
2012-12,219900,New Hampshire
2012-12,269000,New Jersey
2012-12,189900,New Mexico
2012-12,3.00E+05,New York
2012-12,179900,North Carolina
2012-12,139500,Oklahoma
2012-12,229000,Oregon
2012-12,162500,Pennsylvania
2012-12,238900,Rhode Island
2012-12,168990,South Carolina
2012-12,158700,South Dakota
2012-12,154500,Tennessee
2012-12,174900,Texas
2012-12,229000,Vermont
2012-12,225000,Virginia
2012-12,235000,Washington
2012-12,139000,West Virginia
2012-12,149000,Wisconsin
2012-12,215000,Wyoming
2013-01,159900,Alabama
2013-01,235000,Alaska
2013-01,142900,Arkansas
2013-01,254900,Colorado
2013-01,254900,Connecticut
2013-01,239999,Delaware
2013-01,399775,District of Columbia
2013-01,459689.5,Hawaii
2013-01,174900,Idaho
2013-01,119900,Indiana
2013-01,129900,Iowa
2013-01,125000,Kansas
2013-01,138000,Kentucky
2013-01,162000,Louisiana
2013-01,189900,Maine
2013-01,240000,Maryland
2013-01,314900,Massachusetts
2013-01,159900,Minnesota
2013-01,149000,Mississippi
2013-01,129900,Missouri
2013-01,225000,Montana
2013-01,219900,New Hampshire
2013-01,268500,New Jersey
2013-01,189900,New Mexico
2013-01,3.00E+05,New York
2013-01,179900,North Carolina
2013-01,139500,Oklahoma
2013-01,229900,Oregon
2013-01,163900,Pennsylvania
2013-01,234949.5,Rhode Island
2013-01,169500,South Carolina
2013-01,157900,South Dakota
2013-01,154900,Tennessee
2013-01,174438.5,Texas
2013-01,229900,Vermont
2013-01,225000,Virginia
2013-01,234950,Washington
2013-01,139900,West Virginia
2013-01,149900,Wisconsin
2013-01,215000,Wyoming
2013-02,159900,Alabama
2013-02,239000,Alaska
2013-02,144600,Arkansas
2013-02,258000,Colorado
2013-02,261250,Connecticut
2013-02,239900,Delaware
2013-02,415000,District of Columbia
2013-02,469900,Hawaii
2013-02,175000,Idaho
2013-02,123900,Indiana
2013-02,129900,Iowa
2013-02,129000,Kansas
2013-02,138900,Kentucky
2013-02,162050,Louisiana
2013-02,189900,Maine
2013-02,245000,Maryland
2013-02,324900,Massachusetts
2013-02,165900,Minnesota
2013-02,149000,Mississippi
2013-02,132193,Missouri
2013-02,235000,Montana
2013-02,224900,New Hampshire
2013-02,270000,New Jersey
2013-02,192650,New Mexico
2013-02,319000,New York
2013-02,184000,North Carolina
2013-02,140000,Oklahoma
2013-02,235000,Oregon
2013-02,168400,Pennsylvania
2013-02,239000,Rhode Island
2013-02,169900,South Carolina
2013-02,159900,South Dakota
2013-02,158000,Tennessee
2013-02,179163,Texas
2013-02,234900,Vermont
2013-02,229900,Virginia
2013-02,239000,Washington
2013-02,139990,West Virginia
2013-02,152900,Wisconsin
2013-02,215000,Wyoming
2013-03,161900,Alabama
2013-03,243950,Alaska
2013-03,144900,Arkansas
2013-03,261400,Colorado
2013-03,269900,Connecticut
2013-03,240000,Delaware
2013-03,419900,District of Columbia
2013-03,465000,Hawaii
2013-03,179900,Idaho
2013-03,126500,Indiana
2013-03,133000,Iowa
2013-03,130000,Kansas
2013-03,139900,Kentucky
2013-03,165000,Louisiana
2013-03,189900,Maine
2013-03,250000,Maryland
2013-03,329900,Massachusetts
2013-03,169900,Minnesota
2013-03,149900,Mississippi
2013-03,135000,Missouri
2013-03,240000,Montana
2013-03,228416,New Hampshire
2013-03,278995,New Jersey
2013-03,193300,New Mexico
2013-03,319900,New York
2013-03,187000,North Carolina
2013-03,140000,Oklahoma
2013-03,239500,Oregon
2013-03,169900,Pennsylvania
2013-03,239900,Rhode Island
2013-03,173227,South Carolina
2013-03,161900,South Dakota
2013-03,159900,Tennessee
2013-03,182500,Texas
2013-03,229900,Vermont
2013-03,235000,Virginia
2013-03,244000,Washington
2013-03,143900,West Virginia
2013-03,155000,Wisconsin
2013-03,215000,Wyoming
2013-04,165000,Alabama
2013-04,248000,Alaska
2013-04,146700,Arkansas
2013-04,269900,Colorado
2013-04,279000,Connecticut
2013-04,245000,Delaware
2013-04,428925,District of Columbia
2013-04,475000,Hawaii
2013-04,185190,Idaho
2013-04,129900,Indiana
2013-04,135000,Iowa
2013-04,134900,Kansas
2013-04,139900,Kentucky
2013-04,169000,Louisiana
2013-04,195000,Maine
2013-04,259900,Maryland
2013-04,339900,Massachusetts
2013-04,174900,Minnesota
2013-04,149900,Mississippi
2013-04,139900,Missouri
2013-04,259000,Montana
2013-04,139450,Nebraska
2013-04,229900,New Hampshire
2013-04,284900,New Jersey
2013-04,199000,New Mexico
2013-04,315000,New York
2013-04,189900,North Carolina
2013-04,144500,Oklahoma
2013-04,249000,Oregon
2013-04,173000,Pennsylvania
2013-04,249900,Rhode Island
2013-04,175000,South Carolina
2013-04,164900,South Dakota
2013-04,164500,Tennessee
2013-04,185000,Texas
2013-04,235000,Vermont
2013-04,245000,Virginia
2013-04,249900,Washington
2013-04,145000,West Virginia
2013-04,159900,Wisconsin
2013-04,216900,Wyoming
2013-05,167500,Alabama
2013-05,249000,Alaska
2013-05,147500,Arkansas
2013-05,275000,Colorado
2013-05,284900,Connecticut
2013-05,249900,Delaware
2013-05,450000,District of Columbia
2013-05,469000,Hawaii
2013-05,189900,Idaho
2013-05,129900,Indiana
2013-05,138000,Iowa
2013-05,135000,Kansas
2013-05,140000,Kentucky
2013-05,169800,Louisiana
2013-05,199000,Maine
2013-05,269000,Maryland
2013-05,349000,Massachusetts
2013-05,179900,Minnesota
2013-05,150312.5,Mississippi
2013-05,139995,Missouri
2013-05,265000,Montana
2013-05,140000,Nebraska
2013-05,235000,New Hampshire
2013-05,289900,New Jersey
2013-05,201267,New Mexico
2013-05,312900,New York
2013-05,194500,North Carolina
2013-05,144968.5,Oklahoma
2013-05,250000,Oregon
2013-05,179900,Pennsylvania
2013-05,249900,Rhode Island
2013-05,175000,South Carolina
2013-05,167800,South Dakota
2013-05,167500,Tennessee
2013-05,189000,Texas
2013-05,234000,Vermont
2013-05,249500,Virginia
2013-05,257500,Washington
2013-05,146000,West Virginia
2013-05,160000,Wisconsin
2013-05,219900,Wyoming
2013-06,167900,Alabama
2013-06,243500,Alaska
2013-06,147500,Arkansas
2013-06,279000,Colorado
2013-06,280000,Connecticut
2013-06,242900,Delaware
2013-06,469000,District of Columbia
2013-06,459000,Hawaii
2013-06,190000,Idaho
2013-06,131900,Indiana
2013-06,137900,Iowa
2013-06,135000,Kansas
2013-06,139900,Kentucky
2013-06,169900,Louisiana
2013-06,199000,Maine
2013-06,272900,Maryland
2013-06,349900,Massachusetts
2013-06,184800,Minnesota
2013-06,153900,Mississippi
2013-06,139950,Missouri
2013-06,269900,Montana
2013-06,139900,Nebraska
2013-06,238500,New Hampshire
2013-06,289900,New Jersey
2013-06,208301.5,New Mexico
2013-06,299900,New York
2013-06,199000,North Carolina
2013-06,146000,Oklahoma
2013-06,259000,Oregon
2013-06,179900,Pennsylvania
2013-06,253500,Rhode Island
2013-06,179000,South Carolina
2013-06,169900,South Dakota
2013-06,169000,Tennessee
2013-06,189900,Texas
2013-06,230000,Utah
2013-06,234000,Vermont
2013-06,249900,Virginia
2013-06,260000,Washington
2013-06,145800,West Virginia
2013-06,164900,Wisconsin
2013-06,220000,Wyoming
2013-07,167900,Alabama
2013-07,249000,Alaska
2013-07,145000,Arkansas
2013-07,282000,Colorado
2013-07,279000,Connecticut
2013-07,245000,Delaware
2013-07,459000,District of Columbia
2013-07,486115,Hawaii
2013-07,194900,Idaho
2013-07,130000,Indiana
2013-07,135000,Iowa
2013-07,135000,Kansas
2013-07,139900,Kentucky
2013-07,169500,Louisiana
2013-07,199000,Maine
2013-07,269995,Maryland
2013-07,349000,Massachusetts
2013-07,184900,Minnesota
2013-07,154600,Mississippi
2013-07,139900,Missouri
2013-07,269900,Montana
2013-07,139900,Nebraska
2013-07,235000,New Hampshire
2013-07,289000,New Jersey
2013-07,205000,New Mexico
2013-07,299000,New York
2013-07,195425,North Carolina
2013-07,144900,Oklahoma
2013-07,259500,Oregon
2013-07,175000,Pennsylvania
2013-07,249900,Rhode Island
2013-07,179000,South Carolina
2013-07,169900,South Dakota
2013-07,169000,Tennessee
2013-07,189900,Texas
2013-07,234900,Utah
2013-07,234000,Vermont
2013-07,249000,Virginia
2013-07,265000,Washington
2013-07,147500,West Virginia
2013-07,164900,Wisconsin
2013-07,219900,Wyoming
2013-08,166900,Alabama
2013-08,249000,Alaska
2013-08,144500,Arkansas
2013-08,284995,Colorado
2013-08,269900,Connecticut
2013-08,247990,Delaware
2013-08,440000,District of Columbia
2013-08,495000,Hawaii
2013-08,194500,Idaho
2013-08,129900,Indiana
2013-08,134900,Iowa
2013-08,135000,Kansas
2013-08,139900,Kentucky
2013-08,168000,Louisiana
2013-08,195000,Maine
2013-08,269000,Maryland
2013-08,339900,Massachusetts
2013-08,184900,Minnesota
2013-08,151000,Mississippi
2013-08,139900,Missouri
2013-08,269900,Montana
2013-08,139000,Nebraska
2013-08,234500,New Hampshire
2013-08,285000,New Jersey
2013-08,205000,New Mexico
2013-08,290000,New York
2013-08,195000,North Carolina
2013-08,144500,Oklahoma
2013-08,257500,Oregon
2013-08,170000,Pennsylvania
2013-08,249900,Rhode Island
2013-08,179500,South Carolina
2013-08,169900,South Dakota
2013-08,165900,Tennessee
2013-08,189900,Texas
2013-08,234900,Utah
2013-08,234500,Vermont
2013-08,245000,Virginia
2013-08,264900,Washington
2013-08,145900,West Virginia
2013-08,162500,Wisconsin
2013-08,219900,Wyoming
2013-09,167000,Alabama
2013-09,247000,Alaska
2013-09,144900,Arkansas
2013-09,289900,Colorado
2013-09,269900,Connecticut
2013-09,249900,Delaware
2013-09,450000,District of Columbia
2013-09,499000,Hawaii
2013-09,194990,Idaho
2013-09,129900,Indiana
2013-09,130000,Iowa
2013-09,134900,Kansas
2013-09,139900,Kentucky
2013-09,168000,Louisiana
2013-09,195000,Maine
2013-09,269900,Maryland
2013-09,339900,Massachusetts
2013-09,184900,Minnesota
2013-09,153000,Mississippi
2013-09,139900,Missouri
2013-09,275000,Montana
2013-09,139000,Nebraska
2013-09,232700,New Hampshire
2013-09,283900,New Jersey
2013-09,2.00E+05,New Mexico
2013-09,290000,New York
2013-09,195000,North Carolina
2013-09,144900,Oklahoma
2013-09,257500,Oregon
2013-09,172900,Pennsylvania
2013-09,249900,Rhode Island
2013-09,179500,South Carolina
2013-09,169900,South Dakota
2013-09,165500,Tennessee
2013-09,189990,Texas
2013-09,235000,Utah
2013-09,229900,Vermont
2013-09,244990,Virginia
2013-09,265000,Washington
2013-09,142500,West Virginia
2013-09,159900,Wisconsin
2013-09,224900,Wyoming
2013-10,165500,Alabama
2013-10,245900,Alaska
2013-10,140200,Arkansas
2013-10,285000,Colorado
2013-10,269000,Connecticut
2013-10,249900,Delaware
2013-10,469000,District of Columbia
2013-10,179000,Georgia
2013-10,495000,Hawaii
2013-10,190000,Idaho
2013-10,129900,Indiana
2013-10,130000,Iowa
2013-10,133000,Kansas
2013-10,139900,Kentucky
2013-10,167900,Louisiana
2013-10,195500,Maine
2013-10,269900,Maryland
2013-10,339900,Massachusetts
2013-10,185000,Minnesota
2013-10,150000,Mississippi
2013-10,139000,Missouri
2013-10,274900,Montana
2013-10,139000,Nebraska
2013-10,230000,New Hampshire
2013-10,280000,New Jersey
2013-10,2.00E+05,New Mexico
2013-10,299000,New York
2013-10,195000,North Carolina
2013-10,145000,Oklahoma
2013-10,257000,Oregon
2013-10,169900,Pennsylvania
2013-10,249900,Rhode Island
2013-10,179900,South Carolina
2013-10,169900,South Dakota
2013-10,165260,Tennessee
2013-10,193550,Texas
2013-10,234900,Utah
2013-10,230000,Vermont
2013-10,240000,Virginia
2013-10,265000,Washington
2013-10,139900,West Virginia
2013-10,159900,Wisconsin
2013-10,220000,Wyoming
2013-11,164900,Alabama
2013-11,239900,Alaska
2013-11,214900,Arizona
2013-11,139900,Arkansas
2013-11,399000,California
2013-11,285000,Colorado
2013-11,264900,Connecticut
2013-11,244900,Delaware
2013-11,467000,District of Columbia
2013-11,2.00E+05,Florida
2013-11,175000,Georgia
2013-11,499000,Hawaii
2013-11,184990,Idaho
2013-11,159900,Illinois
2013-11,125000,Indiana
2013-11,129900,Iowa
2013-11,130000,Kansas
2013-11,139000,Kentucky
2013-11,165000,Louisiana
2013-11,192000,Maine
2013-11,260000,Maryland
2013-11,339900,Massachusetts
2013-11,121500,Michigan
2013-11,179900,Minnesota
2013-11,149900,Mississippi
2013-11,135000,Missouri
2013-11,269900,Montana
2013-11,135000,Nebraska
2013-11,190000,Nevada
2013-11,229000,New Hampshire
2013-11,279000,New Jersey
2013-11,199500,New Mexico
2013-11,299900,New York
2013-11,189900,North Carolina
2013-11,122900,Ohio
2013-11,144900,Oklahoma
2013-11,252500,Oregon
2013-11,169900,Pennsylvania
2013-11,249000,Rhode Island
2013-11,179000,South Carolina
2013-11,169500,South Dakota
2013-11,164900,Tennessee
2013-11,189900,Texas
2013-11,234900,Utah
2013-11,229500,Vermont
2013-11,237215,Virginia
2013-11,257600,Washington
2013-11,137000,West Virginia
2013-11,158500,Wisconsin
2013-11,217500,Wyoming
2013-12,164900,Alabama
2013-12,239900,Alaska
2013-12,215000,Arizona
2013-12,139900,Arkansas
2013-12,398500,California
2013-12,289900,Colorado
2013-12,259900,Connecticut
2013-12,245000,Delaware
2013-12,454945,District of Columbia
2013-12,199999,Florida
2013-12,171970,Georgia
2013-12,501678,Hawaii
2013-12,166787,Idaho
2013-12,159900,Illinois
2013-12,124900,Indiana
2013-12,129900,Iowa
2013-12,129950,Kansas
2013-12,139500,Kentucky
2013-12,165000,Louisiana
2013-12,189900,Maine
2013-12,269000,Maryland
2013-12,335900,Massachusetts
2013-12,119900,Michigan
2013-12,179900,Minnesota
2013-12,149900,Mississippi
2013-12,134900,Missouri
2013-12,274900,Montana
2013-12,135000,Nebraska
2013-12,189900,Nevada
2013-12,229000,New Hampshire
2013-12,275000,New Jersey
2013-12,199000,New Mexico
2013-12,299990,New York
2013-12,194500,North Carolina
2013-12,120000,Ohio
2013-12,145000,Oklahoma
2013-12,249900,Oregon
2013-12,174900,Pennsylvania
2013-12,249000,Rhode Island
2013-12,179900,South Carolina
2013-12,167900,South Dakota
2013-12,164900,Tennessee
2013-12,190000,Texas
2013-12,235000,Utah
2013-12,229000,Vermont
2013-12,235000,Virginia
2013-12,255000,Washington
2013-12,139900,West Virginia
2013-12,155000,Wisconsin
2013-12,219000,Wyoming
2014-01,163900,Alabama
2014-01,239500,Alaska
2014-01,214900,Arizona
2014-01,139500,Arkansas
2014-01,385000,California
2014-01,289900,Colorado
2014-01,259000,Connecticut
2014-01,244900,Delaware
2014-01,444000,District of Columbia
2014-01,199900,Florida
2014-01,169600,Georgia
2014-01,504000,Hawaii
2014-01,168890,Idaho
2014-01,155000,Illinois
2014-01,124900,Indiana
2014-01,129900,Iowa
2014-01,129900,Kansas
2014-01,137900,Kentucky
2014-01,164262.5,Louisiana
2014-01,189000,Maine
2014-01,259000,Maryland
2014-01,329900,Massachusetts
2014-01,118500,Michigan
2014-01,174900,Minnesota
2014-01,149900,Mississippi
2014-01,134900,Missouri
2014-01,275000,Montana
2014-01,135000,Nebraska
2014-01,185000,Nevada
2014-01,224900,New Hampshire
2014-01,269900,New Jersey
2014-01,197500,New Mexico
2014-01,309000,New York
2014-01,189500,North Carolina
2014-01,119900,Ohio
2014-01,144900,Oklahoma
2014-01,249900,Oregon
2014-01,169000,Pennsylvania
2014-01,240000,Rhode Island
2014-01,179900,South Carolina
2014-01,169900,South Dakota
2014-01,162900,Tennessee
2014-01,189900,Texas
2014-01,232000,Utah
2014-01,229900,Vermont
2014-01,235000,Virginia
2014-01,249900,Washington
2014-01,139900,West Virginia
2014-01,153000,Wisconsin
2014-01,219000,Wyoming
2014-02,167000,Alabama
2014-02,247130,Alaska
2014-02,217500,Arizona
2014-02,139900,Arkansas
2014-02,394500,California
2014-02,295000,Colorado
2014-02,264000,Connecticut
2014-02,249900,Delaware
2014-02,444900,District of Columbia
2014-02,204900,Florida
2014-02,174000,Georgia
2014-02,515000,Hawaii
2014-02,179000,Idaho
2014-02,164900,Illinois
2014-02,125000,Indiana
2014-02,130000,Iowa
2014-02,132000,Kansas
2014-02,139900,Kentucky
2014-02,165000,Louisiana
2014-02,189000,Maine
2014-02,259900,Maryland
2014-02,344000,Massachusetts
2014-02,119900,Michigan
2014-02,180000,Minnesota
2014-02,149900,Mississippi
2014-02,135500,Missouri
2014-02,269900,Montana
2014-02,138900,Nebraska
2014-02,188600,Nevada
2014-02,224000,New Hampshire
2014-02,275000,New Jersey
2014-02,197900,New Mexico
2014-02,320000,New York
2014-02,189900,North Carolina
2014-02,124500,Ohio
2014-02,145900,Oklahoma
2014-02,250000,Oregon
2014-02,169900,Pennsylvania
2014-02,249900,Rhode Island
2014-02,181500,South Carolina
2014-02,169700,South Dakota
2014-02,164900,Tennessee
2014-02,195000,Texas
2014-02,235000,Utah
2014-02,230000,Vermont
2014-02,238650,Virginia
2014-02,250000,Washington
2014-02,139999.5,West Virginia
2014-02,154950,Wisconsin
2014-02,224900,Wyoming
2014-03,169900,Alabama
2014-03,249000,Alaska
2014-03,220000,Arizona
2014-03,139900,Arkansas
2014-03,399900,California
2014-03,299000,Colorado
2014-03,269900,Connecticut
2014-03,249900,Delaware
2014-03,449000,District of Columbia
2014-03,208000,Florida
2014-03,179900,Georgia
2014-03,499500,Hawaii
2014-03,184000,Idaho
2014-03,172500,Illinois
2014-03,129900,Indiana
2014-03,135000,Iowa
2014-03,135000,Kansas
2014-03,140000,Kentucky
2014-03,165000,Louisiana
2014-03,190000,Maine
2014-03,269000,Maryland
2014-03,349000,Massachusetts
2014-03,124900,Michigan
2014-03,189900,Minnesota
2014-03,152500,Mississippi
2014-03,139900,Missouri
2014-03,269900,Montana
2014-03,142900,Nebraska
2014-03,194900,Nevada
2014-03,229900,New Hampshire
2014-03,284500,New Jersey
2014-03,199000,New Mexico
2014-03,320314,New York
2014-03,195000,North Carolina
2014-03,128000,Ohio
2014-03,147800,Oklahoma
2014-03,255000,Oregon
2014-03,173500,Pennsylvania
2014-03,249900,Rhode Island
2014-03,185000,South Carolina
2014-03,172500,South Dakota
2014-03,169000,Tennessee
2014-03,199900,Texas
2014-03,235000,Utah
2014-03,235000,Vermont
2014-03,249000,Virginia
2014-03,259950,Washington
2014-03,145900,West Virginia
2014-03,159900,Wisconsin
2014-03,225000,Wyoming
2014-04,169900,Alabama
2014-04,250000,Alaska
2014-04,224990,Arizona
2014-04,141900,Arkansas
2014-04,419900,California
2014-04,3.00E+05,Colorado
2014-04,279900,Connecticut
2014-04,254900,Delaware
2014-04,464777.5,District of Columbia
2014-04,210000,Florida
2014-04,184900,Georgia
2014-04,5.00E+05,Hawaii
2014-04,189900,Idaho
2014-04,179900,Illinois
2014-04,134900,Indiana
2014-04,139200,Iowa
2014-04,140000,Kansas
2014-04,145000,Kentucky
2014-04,169000,Louisiana
2014-04,197000,Maine
2014-04,275000,Maryland
2014-04,349900,Massachusetts
2014-04,130000,Michigan
2014-04,194900,Minnesota
2014-04,155000,Mississippi
2014-04,141500,Missouri
2014-04,269000,Montana
2014-04,147500,Nebraska
2014-04,199000,Nevada
2014-04,237500,New Hampshire
2014-04,295000,New Jersey
2014-04,2.00E+05,New Mexico
2014-04,325000,New York
2014-04,198900,North Carolina
2014-04,129900,Ohio
2014-04,149900,Oklahoma
2014-04,262997.5,Oregon
2014-04,179900,Pennsylvania
2014-04,253000,Rhode Island
2014-04,187920,South Carolina
2014-04,173000,South Dakota
2014-04,169900,Tennessee
2014-04,208990,Texas
2014-04,244900,Utah
2014-04,235000,Vermont
2014-04,259000,Virginia
2014-04,269000,Washington
2014-04,149900,West Virginia
2014-04,161000,Wisconsin
2014-04,227000,Wyoming
2014-05,173250,Alabama
2014-05,250000,Alaska
